datetime,open,high,low,close,volume
2024-01-10 11:30:00,17094,17098,17090,17095,514
2024-01-10 11:35:00,17092,17107,17080,17095,472
2024-01-10 11:40:00,17095,17096,17091,17093,239
2024-01-10 11:45:00,17093,17102,17079,17088,1665
2024-01-10 11:50:00,17090,17092,17088,17090,515
2024-01-10 11:55:00,17091,17098,17086,17094,248
2024-01-10 12:00:00,17092,17093,17088,17089,287
2024-01-10 12:05:00,17091,17099,17084,17092,203
2024-01-10 12:10:00,17091,17101,17082,17091,287
2024-01-10 12:15:00,17089,17094,17087,17092,240
2024-01-10 12:20:00,17091,17100,17085,17094,1027
2024-01-10 12:25:00,17097,17105,17082,17090,501
2024-01-10 12:30:00,17090,17099,17085,17094,235
2024-01-10 12:35:00,17094,17095,17094,17095,348
2024-01-10 12:40:00,17098,17113,17081,17096,664
2024-01-10 12:45:00,17093,17096,17090,17094,448
2024-01-10 12:50:00,17091,17099,17088,17097,426
2024-01-10 12:55:00,17093,17099,17090,17096,866
2024-01-10 13:00:00,17097,17112,17073,17088,1389
2024-01-10 13:05:00,17089,17089,17083,17084,1469
2024-01-10 13:10:00,17087,17096,17072,17081,354
2024-01-10 13:15:00,17081,17111,17054,17083,1572
2024-01-10 13:20:00,17082,17093,17073,17084,483
2024-01-10 13:25:00,17084,17086,17083,17085,267
2024-01-10 13:30:00,17085,17111,17055,17081,406
2024-01-10 13:35:00,17078,17082,17077,17081,237
2024-01-10 13:40:00,17086,17090,17075,17078,915
2024-01-11 08:45:00,17080,17091,17070,17081,532
2024-01-11 08:50:00,17082,17085,17077,17080,411
2024-01-11 08:55:00,17081,17088,17079,17086,273
2024-01-11 09:00:00,17087,17103,17072,17087,378
2024-01-11 09:05:00,17087,17107,17068,17088,623
2024-01-11 09:10:00,17087,17091,17083,17087,402
2024-01-11 09:15:00,17089,17093,17083,17087,647
2024-01-11 09:20:00,17088,17093,17082,17088,1103
2024-01-11 09:25:00,17086,17091,17083,17088,668
2024-01-11 09:30:00,17091,17091,17081,17082,932
2024-01-11 09:35:00,17083,17105,17060,17083,1250
2024-01-11 09:40:00,17085,17087,17073,17075,948
2024-01-11 09:45:00,17078,17086,17068,17076,482
2024-01-11 09:50:00,17076,17084,17065,17073,661
2024-01-11 09:55:00,17074,17090,17055,17071,4471
2024-01-11 10:00:00,17072,17089,17059,17076,288
2024-01-11 10:05:00,17074,17077,17074,17076,221
2024-01-11 10:10:00,17076,17093,17061,17078,314
2024-01-11 10:15:00,17078,17099,17058,17079,794
2024-01-11 10:20:00,17077,17088,17069,17080,410
2024-01-11 10:25:00,17085,17093,17075,17083,2526
2024-01-11 10:30:00,17080,17099,17068,17087,501
2024-01-11 10:35:00,17085,17091,17078,17084,988
2024-01-11 10:40:00,17087,17093,17075,17081,1164
2024-01-11 10:45:00,17083,17093,17069,17079,1600
2024-01-11 10:50:00,17077,17093,17064,17080,454
2024-01-11 10:55:00,17081,17085,17077,17081,910
2024-01-11 11:00:00,17084,17094,17074,17084,226
2024-01-11 11:05:00,17083,17091,17079,17086,774
2024-01-11 11:10:00,17092,17092,17083,17083,886
2024-01-11 11:15:00,17080,17100,17065,17085,613
2024-01-11 11:20:00,17087,17096,17080,17090,616
2024-01-11 11:25:00,17092,17099,17082,17090,550
2024-01-11 11:30:00,17092,17102,17080,17090,1144
2024-01-11 11:35:00,17089,17090,17084,17084,558
2024-01-11 11:40:00,17084,17092,17074,17082,783
2024-01-11 11:45:00,17083,17089,17069,17075,358
2024-01-11 11:50:00,17076,17079,17067,17070,1265
2024-01-11 11:55:00,17071,17076,17069,17074,381
2024-01-11 12:00:00,17076,17083,17074,17081,428
2024-01-11 12:05:00,17079,17100,17060,17080,718
2024-01-11 12:10:00,17080,17089,17078,17087,1023
2024-01-11 12:15:00,17085,17092,17074,17080,442
2024-01-11 12:20:00,17080,17099,17070,17089,467
2024-01-11 12:25:00,17091,17093,17091,17092,582
2024-01-11 12:30:00,17092,17107,17080,17095,636
2024-01-11 12:35:00,17100,17108,17088,17096,277
2024-01-11 12:40:00,17097,17115,17078,17096,542
2024-01-11 12:45:00,17096,17103,17088,17095,1221
2024-01-11 12:50:00,17095,17096,17093,17093,1305
2024-01-11 12:55:00,17092,17093,17088,17089,519
2024-01-11 13:00:00,17089,17099,17083,17094,755
2024-01-11 13:05:00,17096,17100,17085,17088,334
2024-01-11 13:10:00,17089,17094,17086,17091,282
2024-01-11 13:15:00,17090,17090,17089,17090,248
2024-01-11 13:20:00,17088,17091,17083,17087,788
2024-01-11 13:25:00,17086,17088,17079,17081,214
2024-01-11 13:30:00,17082,17091,17073,17082,1651
2024-01-11 13:35:00,17085,17088,17080,17083,1552
2024-01-11 13:40:00,17080,17090,17075,17085,214
2024-01-12 08:45:00,17084,17102,17072,17090,1542
2024-01-12 08:50:00,17091,17096,17083,17089,409
2024-01-12 08:55:00,17085,17091,17085,17091,239
2024-01-12 09:00:00,17089,17105,17075,17091,517
2024-01-12 09:05:00,17090,17099,17079,17088,442
2024-01-12 09:10:00,17086,17097,17083,17094,252
2024-01-12 09:15:00,17094,17099,17086,17091,1023
2024-01-12 09:20:00,17090,17096,17088,17094,409
2024-01-12 09:25:00,17093,17108,17083,17099,328
2024-01-12 09:30:00,17099,17105,17093,17099,455
2024-01-12 09:35:00,17103,17127,17084,17108,649
2024-01-12 09:40:00,17111,17128,17091,17108,609
2024-01-12 09:45:00,17104,17111,17104,17110,753
2024-01-12 09:50:00,17111,17112,17109,17109,229
2024-01-12 09:55:00,17109,17113,17105,17109,303
2024-01-12 10:00:00,17109,17128,17099,17118,1271
2024-01-12 10:05:00,17118,17119,17111,17112,236
2024-01-12 10:10:00,17112,17139,17097,17123,279
2024-01-12 10:15:00,17123,17145,17108,17130,925
2024-01-12 10:20:00,17128,17132,17124,17128,204
2024-01-12 10:25:00,17126,17137,17124,17135,322
2024-01-12 10:30:00,17134,17139,17129,17134,1324
2024-01-12 10:35:00,17134,17143,17120,17129,229
2024-01-12 10:40:00,17130,17143,17111,17123,218
2024-01-12 10:45:00,17125,17142,17102,17120,560
2024-01-12 10:50:00,17119,17130,17102,17113,359
2024-01-12 10:55:00,17113,17120,17109,17116,711
2024-01-12 11:00:00,17118,17129,17107,17117,409
2024-01-12 11:05:00,17119,17120,17111,17112,355
2024-01-12 11:10:00,17112,17123,17103,17115,1055
2024-01-12 11:15:00,17114,17123,17106,17114,820
2024-01-12 11:20:00,17114,17130,17099,17114,3961
2024-01-12 11:25:00,17112,17118,17104,17110,819
2024-01-12 11:30:00,17110,17113,17101,17104,1151
2024-01-12 11:35:00,17105,17111,17094,17100,1743
2024-01-12 11:40:00,17101,17105,17101,17105,770
2024-01-12 11:45:00,17104,17121,17091,17108,342
2024-01-12 11:50:00,17109,17122,17093,17106,402
2024-01-12 11:55:00,17104,17113,17099,17107,491
2024-01-12 12:00:00,17109,17133,17086,17110,539
2024-01-12 12:05:00,17110,17123,17095,17109,377
2024-01-12 12:10:00,17108,17111,17105,17108,971
2024-01-12 12:15:00,17107,17124,17095,17113,292
2024-01-12 12:20:00,17112,17115,17103,17106,382
2024-01-12 12:25:00,17105,17111,17101,17107,1713
2024-01-12 12:30:00,17108,17117,17087,17096,370
2024-01-12 12:35:00,17095,17119,17084,17108,570
2024-01-12 12:40:00,17111,17117,17107,17112,560
2024-01-12 12:45:00,17115,17121,17106,17112,205
2024-01-12 12:50:00,17110,17118,17103,17111,557
2024-01-12 12:55:00,17111,17128,17094,17112,320
2024-01-12 13:00:00,17111,17120,17107,17117,238
2024-01-12 13:05:00,17116,17116,17112,17113,366
2024-01-12 13:10:00,17117,17124,17101,17108,437
2024-01-12 13:15:00,17108,17116,17100,17108,1052
2024-01-12 13:20:00,17109,17130,17090,17111,568
2024-01-12 13:25:00,17112,17121,17106,17115,484
2024-01-12 13:30:00,17113,17119,17112,17118,456
2024-01-12 13:35:00,17117,17129,17099,17112,993
2024-01-12 13:40:00,17109,17114,17105,17110,246
2024-01-15 08:45:00,17108,17112,17104,17108,1393
2024-01-15 08:50:00,17102,17121,17092,17111,229
2024-01-15 08:55:00,17112,17114,17111,17113,573
2024-01-15 09:00:00,17117,17127,17093,17103,251
2024-01-15 09:05:00,17103,17104,17101,17102,337
2024-01-15 09:10:00,17099,17113,17090,17104,1597
2024-01-15 09:15:00,17103,17113,17100,17111,2661
2024-01-15 09:20:00,17110,17127,17101,17118,1315
2024-01-15 09:25:00,17116,17121,17112,17116,303
2024-01-15 09:30:00,17118,17125,17108,17114,511
2024-01-15 09:35:00,17116,17118,17113,17115,254
2024-01-15 09:40:00,17113,17135,17093,17115,630
2024-01-15 09:45:00,17116,17128,17110,17121,488
2024-01-15 09:50:00,17124,17138,17100,17114,1746
2024-01-15 09:55:00,17118,17141,17094,17117,284
2024-01-15 10:00:00,17123,17128,17111,17115,351
2024-01-15 10:05:00,17113,17118,17101,17106,1002
2024-01-15 10:10:00,17111,17124,17097,17110,909
2024-01-15 10:15:00,17109,17110,17095,17096,712
2024-01-15 10:20:00,17095,17102,17090,17098,713
2024-01-15 10:25:00,17098,17103,17093,17098,752
2024-01-15 10:30:00,17097,17103,17094,17101,513
2024-01-15 10:35:00,17101,17112,17085,17096,706
2024-01-15 10:40:00,17093,17103,17085,17095,679
2024-01-15 10:45:00,17095,17100,17085,17091,333
2024-01-15 10:50:00,17093,17108,17071,17086,897
2024-01-15 10:55:00,17086,17106,17074,17094,435
2024-01-15 11:00:00,17094,17117,17062,17085,725
2024-01-15 11:05:00,17086,17090,17081,17085,420
2024-01-15 11:10:00,17087,17105,17072,17090,877
2024-01-15 11:15:00,17086,17120,17065,17098,795
2024-01-15 11:20:00,17100,17103,17093,17096,3279
2024-01-15 11:25:00,17096,17101,17089,17094,414
2024-01-15 11:30:00,17095,17101,17090,17096,787
2024-01-15 11:35:00,17098,17112,17090,17104,397
2024-01-15 11:40:00,17102,17104,17099,17100,323
2024-01-15 11:45:00,17098,17100,17096,17097,691
2024-01-15 11:50:00,17093,17113,17079,17099,440
2024-01-15 11:55:00,17098,17101,17097,17099,730
2024-01-15 12:00:00,17102,17104,17092,17094,1538
2024-01-15 12:05:00,17094,17100,17085,17091,1149
2024-01-15 12:10:00,17089,17101,17081,17093,206
2024-01-15 12:15:00,17092,17102,17088,17097,293
2024-01-15 12:20:00,17094,17101,17087,17094,641
2024-01-15 12:25:00,17092,17107,17085,17100,963
2024-01-15 12:30:00,17101,17103,17097,17099,603
2024-01-15 12:35:00,17097,17105,17093,17102,716
2024-01-15 12:40:00,17104,17119,17098,17113,1584
2024-01-15 12:45:00,17112,17117,17112,17117,641
2024-01-15 12:50:00,17117,17120,17115,17118,1100
2024-01-15 12:55:00,17117,17138,17100,17121,216
2024-01-15 13:00:00,17122,17128,17120,17126,239
2024-01-15 13:05:00,17128,17143,17106,17122,811
2024-01-15 13:10:00,17122,17136,17098,17112,201
2024-01-15 13:15:00,17113,17119,17101,17108,836
2024-01-15 13:20:00,17107,17111,17103,17106,615
2024-01-15 13:25:00,17107,17120,17097,17110,329
2024-01-15 13:30:00,17109,17129,17088,17108,1451
2024-01-15 13:35:00,17108,17110,17106,17109,440
2024-01-15 13:40:00,17108,17121,17104,17116,1508
2024-01-15 08:45:00,17115,17132,17102,17119,454
2024-01-15 08:50:00,17118,17131,17112,17125,225
2024-01-15 08:55:00,17126,17129,17116,17119,273
2024-01-15 09:00:00,17122,17123,17115,17116,456
2024-01-15 09:05:00,17119,17119,17118,17118,303
2024-01-15 09:10:00,17116,17132,17102,17119,534
2024-01-15 09:15:00,17122,17136,17112,17127,220
2024-01-15 09:20:00,17126,17147,17117,17138,837
2024-01-15 09:25:00,17139,17143,17126,17130,1085
2024-01-15 09:30:00,17129,17134,17127,17132,394
2024-01-15 09:35:00,17133,17137,17131,17136,206
2024-01-15 09:40:00,17136,17147,17120,17130,345
2024-01-15 09:45:00,17127,17134,17120,17126,514
2024-01-15 09:50:00,17128,17133,17123,17129,1026
2024-01-15 09:55:00,17131,17139,17123,17131,1464
2024-01-15 10:00:00,17131,17149,17113,17132,1010
2024-01-15 10:05:00,17135,17144,17121,17130,576
2024-01-15 10:10:00,17130,17139,17121,17130,282
2024-01-15 10:15:00,17132,17146,17118,17132,1131
2024-01-15 10:20:00,17128,17141,17120,17134,367
2024-01-15 10:25:00,17138,17146,17123,17131,391
2024-01-15 10:30:00,17134,17144,17120,17130,606
2024-01-15 10:35:00,17129,17137,17121,17129,1272
2024-01-15 10:40:00,17125,17143,17115,17133,899
2024-01-15 10:45:00,17133,17143,17115,17125,282
2024-01-15 10:50:00,17122,17133,17118,17129,419
2024-01-15 10:55:00,17130,17161,17107,17139,394
2024-01-15 11:00:00,17140,17149,17130,17139,817
2024-01-15 11:05:00,17137,17154,17131,17148,1567
2024-01-15 11:10:00,17150,17171,17132,17153,235
2024-01-15 11:15:00,17155,17166,17144,17156,1199
2024-01-15 11:20:00,17158,17165,17147,17154,2134
2024-01-15 11:25:00,17154,17167,17140,17153,652
2024-01-15 11:30:00,17151,17155,17147,17151,231
2024-01-15 11:35:00,17153,17171,17138,17155,998
2024-01-15 11:40:00,17155,17161,17154,17161,654
2024-01-15 11:45:00,17158,17170,17147,17159,505
2024-01-15 11:50:00,17162,17166,17148,17152,386
2024-01-15 11:55:00,17156,17175,17132,17151,488
2024-01-15 12:00:00,17151,17162,17143,17154,335
2024-01-15 12:05:00,17158,17178,17141,17160,2439
2024-01-15 12:10:00,17160,17175,17148,17163,524
2024-01-15 12:15:00,17162,17162,17159,17159,1206
2024-01-15 12:20:00,17158,17174,17146,17162,1050
2024-01-15 12:25:00,17166,17170,17164,17169,430
2024-01-15 12:30:00,17167,17175,17157,17164,708
2024-01-15 12:35:00,17166,17171,17153,17158,1342
2024-01-15 12:40:00,17157,17170,17145,17158,1105
2024-01-15 12:45:00,17157,17163,17145,17152,228
2024-01-15 12:50:00,17154,17159,17145,17150,236
2024-01-15 12:55:00,17149,17161,17127,17139,555
2024-01-15 13:00:00,17139,17147,17137,17145,595
2024-01-15 13:05:00,17148,17151,17141,17144,1734
2024-01-15 13:10:00,17148,17151,17142,17146,318
2024-01-15 13:15:00,17147,17158,17135,17146,676
2024-01-15 13:20:00,17145,17159,17136,17150,1043
2024-01-15 13:25:00,17149,17158,17140,17149,1160
2024-01-15 13:30:00,17149,17151,17144,17146,780
2024-01-15 13:35:00,17147,17152,17141,17147,545
2024-01-15 13:40:00,17145,17147,17143,17145,461
2024-01-15 08:45:00,17146,17158,17132,17144,447
2024-01-15 08:50:00,17145,17148,17139,17142,213
2024-01-15 08:55:00,17138,17155,17127,17143,229
2024-01-15 09:00:00,17141,17152,17132,17143,1595
2024-01-15 09:05:00,17142,17157,17129,17144,743
2024-01-15 09:10:00,17144,17148,17138,17142,438
2024-01-15 09:15:00,17145,17151,17133,17138,525
2024-01-15 09:20:00,17138,17144,17129,17134,952
2024-01-15 09:25:00,17132,17142,17124,17134,1322
2024-01-15 09:30:00,17134,17139,17132,17136,245
2024-01-15 09:35:00,17136,17152,17118,17133,229
2024-01-15 09:40:00,17134,17143,17128,17137,669
2024-01-15 09:45:00,17138,17158,17116,17136,203
2024-01-15 09:50:00,17139,17140,17137,17139,269
2024-01-15 09:55:00,17139,17149,17127,17137,998
2024-01-15 10:00:00,17141,17143,17135,17137,561
2024-01-15 10:05:00,17139,17156,17111,17128,245
2024-01-15 10:10:00,17127,17137,17120,17131,248
2024-01-15 10:15:00,17135,17137,17124,17126,352
2024-01-15 10:20:00,17127,17135,17125,17133,730
2024-01-15 10:25:00,17131,17136,17126,17130,582
2024-01-15 10:30:00,17134,17148,17120,17134,378
2024-01-15 10:35:00,17138,17154,17115,17131,224
2024-01-15 10:40:00,17131,17139,17120,17128,755
2024-01-15 10:45:00,17127,17140,17120,17133,715
2024-01-15 10:50:00,17132,17133,17132,17132,383
2024-01-15 10:55:00,17133,17146,17115,17127,253
2024-01-15 11:00:00,17130,17132,17126,17128,1016
2024-01-15 11:05:00,17129,17141,17124,17136,1454
2024-01-15 11:10:00,17136,17137,17134,17134,323
2024-01-15 11:15:00,17137,17145,17129,17137,999
2024-01-15 11:20:00,17136,17143,17127,17133,332
2024-01-15 11:25:00,17135,17143,17124,17131,561
2024-01-15 11:30:00,17131,17143,17123,17135,501
2024-01-15 11:35:00,17136,17142,17132,17138,1235
2024-01-15 11:40:00,17138,17150,17129,17141,308
2024-01-15 11:45:00,17140,17142,17137,17138,291
2024-01-15 11:50:00,17138,17151,17127,17141,739
2024-01-15 11:55:00,17143,17165,17118,17139,991
2024-01-15 12:00:00,17138,17152,17126,17140,600
2024-01-15 12:05:00,17138,17142,17134,17138,258
2024-01-15 12:10:00,17142,17150,17133,17141,452
2024-01-15 12:15:00,17143,17149,17137,17143,258
2024-01-15 12:20:00,17138,17144,17137,17143,671
2024-01-15 12:25:00,17142,17147,17140,17145,816
2024-01-15 12:30:00,17142,17160,17135,17153,372
2024-01-15 12:35:00,17151,17157,17148,17154,269
2024-01-15 12:40:00,17148,17157,17143,17153,312
2024-01-15 12:45:00,17153,17159,17146,17152,408
2024-01-15 12:50:00,17150,17156,17149,17156,1007
2024-01-15 12:55:00,17156,17162,17152,17158,353
2024-01-15 13:00:00,17155,17164,17149,17158,778
2024-01-15 13:05:00,17158,17164,17150,17155,771
2024-01-15 13:10:00,17155,17174,17136,17156,865
2024-01-15 13:15:00,17159,17174,17138,17154,357
2024-01-15 13:20:00,17157,17165,17148,17156,384
2024-01-15 13:25:00,17157,17160,17151,17154,595
2024-01-15 13:30:00,17154,17171,17134,17151,1124
2024-01-15 13:35:00,17155,17171,17136,17151,1018
2024-01-15 13:40:00,17148,17158,17146,17156,395
2024-01-16 08:45:00,17153,17170,17138,17155,669
2024-01-16 08:50:00,17155,17156,17153,17155,512
2024-01-16 08:55:00,17159,17168,17147,17155,2099
2024-01-16 09:00:00,17155,17166,17147,17158,213
2024-01-16 09:05:00,17157,17173,17142,17158,616
2024-01-16 09:10:00,17155,17160,17153,17157,480
2024-01-16 09:15:00,17159,17174,17141,17156,1338
2024-01-16 09:20:00,17158,17167,17144,17153,1600
2024-01-16 09:25:00,17154,17165,17147,17158,1028
2024-01-16 09:30:00,17157,17161,17151,17155,277
2024-01-16 09:35:00,17154,17161,17149,17156,213
2024-01-16 09:40:00,17153,17164,17147,17157,337
2024-01-16 09:45:00,17158,17167,17151,17161,853
2024-01-16 09:50:00,17159,17166,17153,17160,2242
2024-01-16 09:55:00,17158,17179,17145,17166,340
2024-01-16 10:00:00,17165,17178,17149,17163,258
2024-01-16 10:05:00,17162,17171,17153,17163,536
2024-01-16 10:10:00,17162,17178,17148,17164,1050
2024-01-16 10:15:00,17165,17173,17155,17163,592
2024-01-16 10:20:00,17163,17165,17163,17164,228
2024-01-16 10:25:00,17163,17167,17160,17163,679
2024-01-16 10:30:00,17163,17172,17153,17162,1055
2024-01-16 10:35:00,17160,17170,17155,17164,1410
2024-01-16 10:40:00,17164,17172,17159,17167,641
2024-01-16 10:45:00,17167,17177,17159,17169,1431
2024-01-16 10:50:00,17166,17183,17157,17175,204
2024-01-16 10:55:00,17177,17182,17168,17173,201
2024-01-16 11:00:00,17171,17179,17164,17172,977
2024-01-16 11:05:00,17172,17179,17160,17167,1529
2024-01-16 11:10:00,17170,17172,17160,17163,1370
2024-01-16 11:15:00,17165,17173,17161,17169,297
2024-01-16 11:20:00,17169,17172,17165,17168,243
2024-01-16 11:25:00,17167,17190,17150,17172,367
2024-01-16 11:30:00,17174,17184,17161,17172,814
2024-01-16 11:35:00,17173,17174,17173,17174,686
2024-01-16 11:40:00,17173,17194,17155,17177,263
2024-01-16 11:45:00,17176,17178,17175,17178,463
2024-01-16 11:50:00,17174,17191,17154,17171,222
2024-01-16 11:55:00,17172,17190,17157,17176,644
2024-01-16 12:00:00,17176,17186,17169,17179,1633
2024-01-16 12:05:00,17181,17185,17180,17184,252
2024-01-16 12:10:00,17185,17193,17178,17187,870
2024-01-16 12:15:00,17190,17201,17170,17181,456
2024-01-16 12:20:00,17180,17180,17178,17178,841
2024-01-16 12:25:00,17181,17186,17173,17179,449
2024-01-16 12:30:00,17177,17187,17171,17180,966
2024-01-16 12:35:00,17182,17193,17175,17186,1479
2024-01-16 12:40:00,17183,17187,17182,17186,425
2024-01-16 12:45:00,17187,17208,17160,17181,348
2024-01-16 12:50:00,17177,17187,17170,17180,479
2024-01-16 12:55:00,17180,17191,17167,17178,458
2024-01-16 13:00:00,17178,17183,17172,17176,749
2024-01-16 13:05:00,17175,17180,17173,17178,518
2024-01-16 13:10:00,17176,17182,17167,17173,231
2024-01-16 13:15:00,17174,17185,17159,17170,250
2024-01-16 13:20:00,17169,17175,17169,17175,1073
2024-01-16 13:25:00,17174,17179,17169,17174,387
2024-01-16 13:30:00,17174,17183,17167,17176,1106
2024-01-16 13:35:00,17182,17183,17171,17173,746
2024-01-16 13:40:00,17176,17181,17165,17170,208
2024-01-17 08:45:00,17172,17175,17167,17170,256
2024-01-17 08:50:00,17171,17175,17167,17171,233
2024-01-17 08:55:00,17171,17187,17148,17164,273
2024-01-17 09:00:00,17160,17164,17153,17157,678
2024-01-17 09:05:00,17156,17169,17146,17159,600
2024-01-17 09:10:00,17158,17168,17152,17162,250
2024-01-17 09:15:00,17158,17174,17146,17162,328
2024-01-17 09:20:00,17160,17172,17154,17166,714
2024-01-17 09:25:00,17162,17164,17160,17162,216
2024-01-17 09:30:00,17162,17172,17148,17158,448
2024-01-17 09:35:00,17160,17167,17146,17154,719
2024-01-17 09:40:00,17156,17170,17140,17154,403
2024-01-17 09:45:00,17155,17158,17147,17151,408
2024-01-17 09:50:00,17149,17165,17136,17153,1033
2024-01-17 09:55:00,17149,17160,17147,17158,285
2024-01-17 10:00:00,17154,17163,17149,17158,1261
2024-01-17 10:05:00,17155,17170,17144,17159,270
2024-01-17 10:10:00,17157,17161,17157,17161,361
2024-01-17 10:15:00,17160,17171,17151,17162,620
2024-01-17 10:20:00,17160,17181,17140,17161,259
2024-01-17 10:25:00,17162,17177,17146,17160,276
2024-01-17 10:30:00,17160,17164,17148,17152,227
2024-01-17 10:35:00,17152,17154,17149,17152,668
2024-01-17 10:40:00,17154,17162,17140,17147,769
2024-01-17 10:45:00,17145,17158,17131,17144,824
2024-01-17 10:50:00,17145,17149,17142,17146,627
2024-01-17 10:55:00,17146,17157,17143,17154,243
2024-01-17 11:00:00,17153,17165,17144,17157,611
2024-01-17 11:05:00,17159,17168,17145,17154,349
2024-01-17 11:10:00,17156,17157,17152,17154,377
2024-01-17 11:15:00,17152,17158,17149,17155,501
2024-01-17 11:20:00,17154,17161,17152,17158,616
2024-01-17 11:25:00,17159,17162,17148,17151,1359
2024-01-17 11:30:00,17150,17156,17137,17143,1312
2024-01-17 11:35:00,17145,17149,17144,17149,629
2024-01-17 11:40:00,17150,17151,17145,17146,427
2024-01-17 11:45:00,17150,17154,17140,17145,223
2024-01-17 11:50:00,17142,17162,17127,17148,942
2024-01-17 11:55:00,17148,17161,17142,17155,281
2024-01-17 12:00:00,17153,17165,17142,17154,742
2024-01-17 12:05:00,17155,17157,17147,17149,285
2024-01-17 12:10:00,17146,17159,17144,17157,372
2024-01-17 12:15:00,17158,17160,17151,17153,1151
2024-01-17 12:20:00,17152,17158,17148,17154,541
2024-01-17 12:25:00,17153,17156,17153,17156,244
2024-01-17 12:30:00,17153,17156,17153,17155,348
2024-01-17 12:35:00,17155,17158,17152,17156,614
2024-01-17 12:40:00,17158,17169,17143,17155,217
2024-01-17 12:45:00,17155,17165,17142,17153,726
2024-01-17 12:50:00,17154,17181,17134,17160,1390
2024-01-17 12:55:00,17164,17181,17141,17159,291
2024-01-17 13:00:00,17159,17177,17140,17157,299
2024-01-17 13:05:00,17156,17160,17156,17160,893
2024-01-17 13:10:00,17161,17167,17155,17162,414
2024-01-17 13:15:00,17161,17170,17146,17155,558
2024-01-17 13:20:00,17154,17166,17144,17155,643
2024-01-17 13:25:00,17152,17167,17152,17167,362
2024-01-17 13:30:00,17169,17184,17154,17169,1307
2024-01-17 13:35:00,17169,17177,17157,17166,220
2024-01-17 13:40:00,17166,17168,17160,17162,332
2024-01-18 08:45:00,17160,17165,17155,17159,353
2024-01-18 08:50:00,17160,17168,17155,17162,269
2024-01-18 08:55:00,17161,17168,17155,17163,1558
2024-01-18 09:00:00,17162,17165,17156,17159,341
2024-01-18 09:05:00,17161,17164,17152,17156,1551
2024-01-18 09:10:00,17158,17173,17151,17166,255
2024-01-18 09:15:00,17166,17174,17160,17168,1104
2024-01-18 09:20:00,17164,17181,17151,17167,628
2024-01-18 09:25:00,17173,17178,17155,17161,1063
2024-01-18 09:30:00,17164,17167,17160,17163,1516
2024-01-18 09:35:00,17164,17166,17162,17164,335
2024-01-18 09:40:00,17162,17165,17159,17162,1257
2024-01-18 09:45:00,17162,17162,17160,17160,283
2024-01-18 09:50:00,17159,17163,17155,17158,429
2024-01-18 09:55:00,17161,17169,17150,17158,219
2024-01-18 10:00:00,17159,17165,17152,17158,212
2024-01-18 10:05:00,17157,17167,17154,17164,460
2024-01-18 10:10:00,17163,17164,17159,17160,294
2024-01-18 10:15:00,17162,17169,17159,17166,345
2024-01-18 10:20:00,17169,17182,17168,17181,359
2024-01-18 10:25:00,17184,17193,17173,17182,644
2024-01-18 10:30:00,17184,17188,17180,17183,595
2024-01-18 10:35:00,17183,17193,17177,17187,335
2024-01-18 10:40:00,17180,17188,17179,17187,939
2024-01-18 10:45:00,17188,17206,17168,17186,1680
2024-01-18 10:50:00,17186,17195,17183,17192,392
2024-01-18 10:55:00,17192,17199,17170,17177,281
2024-01-18 11:00:00,17177,17183,17172,17178,531
2024-01-18 11:05:00,17176,17182,17169,17176,585
2024-01-18 11:10:00,17177,17182,17176,17181,983
2024-01-18 11:15:00,17182,17189,17176,17183,626
2024-01-18 11:20:00,17184,17192,17167,17175,424
2024-01-18 11:25:00,17177,17190,17166,17179,593
2024-01-18 11:30:00,17180,17203,17159,17182,834
2024-01-18 11:35:00,17181,17187,17179,17184,1276
2024-01-18 11:40:00,17184,17203,17167,17186,1167
2024-01-18 11:45:00,17186,17191,17185,17190,514
2024-01-18 11:50:00,17190,17197,17187,17194,286
2024-01-18 11:55:00,17196,17203,17192,17199,735
2024-01-18 12:00:00,17200,17204,17191,17195,401
2024-01-18 12:05:00,17199,17218,17171,17191,2156
2024-01-18 12:10:00,17195,17205,17179,17189,579
2024-01-18 12:15:00,17190,17197,17180,17187,668
2024-01-18 12:20:00,17180,17191,17176,17187,623
2024-01-18 12:25:00,17190,17191,17182,17183,1588
2024-01-18 12:30:00,17182,17188,17182,17188,831
2024-01-18 12:35:00,17186,17187,17182,17183,883
2024-01-18 12:40:00,17182,17184,17177,17178,231
2024-01-18 12:45:00,17177,17191,17164,17177,569
2024-01-18 12:50:00,17179,17183,17163,17168,404
2024-01-18 12:55:00,17164,17166,17161,17162,448
2024-01-18 13:00:00,17160,17166,17157,17163,985
2024-01-18 13:05:00,17164,17164,17157,17157,2707
2024-01-18 13:10:00,17159,17159,17156,17157,795
2024-01-18 13:15:00,17158,17168,17153,17163,258
2024-01-18 13:20:00,17162,17174,17149,17161,551
2024-01-18 13:25:00,17159,17161,17154,17156,806
2024-01-18 13:30:00,17155,17167,17148,17159,1242
2024-01-18 13:35:00,17159,17180,17152,17172,507
2024-01-18 13:40:00,17175,17179,17166,17170,470
2024-01-19 08:45:00,17166,17169,17158,17161,893
2024-01-19 08:50:00,17161,17180,17140,17159,1030
2024-01-19 08:55:00,17156,17167,17148,17159,639
2024-01-19 09:00:00,17156,17172,17148,17164,1329
2024-01-19 09:05:00,17166,17168,17161,17164,218
2024-01-19 09:10:00,17165,17168,17161,17164,709
2024-01-19 09:15:00,17165,17173,17152,17160,1476
